symmetric,input_dim,latent_dim,ratio,hidden_layers,seed,mse_mean,mse_std,mse_p95,mae_mean,mae_std
True,256,128,2.0,2,15,12.081102,29.50345,36.48209972381591,2.3439207,1.9320806
False,256,128,2.0,2,15,10.141898,18.031252,34.61035537719722,2.2394824,1.6249923
True,256,128,2.0,2,16,7.950027,17.245829,22.831523036956714,1.9631009,1.4452355
False,256,128,2.0,2,16,8.200026,13.869633,29.245819950103655,2.0481153,1.3545305
True,256,128,2.0,2,17,14.665777,17.47507,41.191163063049196,2.9283388,1.4999679
False,256,128,2.0,2,17,6.982276,10.624057,22.491320514678947,1.8715854,1.2587303
True,256,128,2.0,2,18,26.079447,54.14656,74.56919784545894,3.5864115,2.6864874
False,256,128,2.0,2,18,22.591537,55.003082,73.55910453796372,3.106537,2.7271914
True,256,128,2.0,2,19,9.431527,15.070223,37.20243444442742,2.1618655,1.561569
False,256,128,2.0,2,19,7.2451234,13.199249,17.693684959411613,1.8928603,1.3220663
True,256,128,2.0,2,20,9.292318,18.574715,23.95750026702877,2.0646374,1.6618094
False,256,128,2.0,2,20,10.33137,22.014229,36.11323738098139,2.1829414,1.7528942
True,256,128,2.0,2,21,13.935988,14.081099,36.134193229675276,2.850822,1.4704071
False,256,128,2.0,2,21,9.459417,23.347303,28.53851346969604,1.9946792,1.7344316
True,256,128,2.0,2,22,27.241148,39.553783,73.97788047790526,3.850146,2.4438043
False,256,128,2.0,2,22,10.980005,29.58012,26.818420982360834,2.1894023,1.8421
True,256,128,2.0,2,23,31.320215,45.232338,61.34727935791013,4.319063,2.2807884
False,256,128,2.0,2,23,8.854181,18.045324,28.35707902908325,2.0576308,1.5519769
True,256,128,2.0,2,24,12.582643,26.341963,37.91691913604734,2.4517043,1.8774478
False,256,128,2.0,2,24,9.966658,18.071207,28.819618797302223,2.159897,1.6630524
True,256,128,2.0,2,25,12.413228,27.858555,32.19875297546387,2.4016705,1.8812327
False,256,128,2.0,2,25,12.368064,37.579823,32.131040763854976,2.2009504,2.1159563
True,256,128,2.0,2,26,8.098243,13.631859,29.322675228118893,2.001164,1.4447753
False,256,128,2.0,2,26,7.0098286,11.2997265,23.636903762817376,1.8873063,1.2538643
True,256,128,2.0,2,27,13.193177,27.116331,51.16997051239011,2.4278743,2.0585074
False,256,128,2.0,2,27,10.401197,18.70173,32.50214843749992,2.2533011,1.6166593
True,256,128,2.0,2,28,12.080044,25.688818,40.88869991302487,2.3465564,1.9264786
False,256,128,2.0,2,28,8.081345,17.97199,20.34623355865477,1.9310592,1.5275217
True,256,128,2.0,2,29,21.922642,24.819836,55.51546173095699,3.6416988,1.9131095
False,256,128,2.0,2,29,9.1512575,16.565182,37.874385643005326,2.0978777,1.5427748
True,256,128,2.0,2,30,12.06137,14.334965,34.30005092620849,2.6190193,1.5553906
False,256,128,2.0,2,30,8.83373,18.622297,26.2920916557312,2.0446997,1.5960826
True,256,128,2.0,2,31,14.092585,22.192348,44.257139778137166,2.6223485,1.9087862
False,256,128,2.0,2,31,9.531627,13.505314,31.97119846343994,2.2673788,1.4025115
True,256,128,2.0,2,32,12.27268,27.537489,50.07399158477764,2.2787585,2.0778947
False,256,128,2.0,2,32,9.513915,21.034508,24.302739620208733,2.0755868,1.6493021
True,256,128,2.0,2,33,8.510915,10.879835,26.615994167327866,2.123278,1.3180377
False,256,128,2.0,2,33,7.378147,12.880947,23.445464324951168,1.9064722,1.3614446
True,256,128,2.0,2,34,10.0928545,19.172216,30.588115310668915,2.1897264,1.6814457
False,256,128,2.0,2,34,9.2606,22.516434,23.167264556884728,2.0598443,1.617824
True,256,128,2.0,2,35,15.32233,31.435019,58.07521610260006,2.6107345,2.2150223
False,256,128,2.0,2,35,9.847275,24.5455,37.331399631500176,2.0375264,1.8001466
True,256,128,2.0,2,36,18.111334,25.591143,47.60408039093009,3.1778843,1.9238577
False,256,128,2.0,2,36,14.562586,42.86262,32.242636299133295,2.32424,2.3217876
True,256,128,2.0,2,37,7.0987244,13.201803,23.710549068450923,1.8400428,1.3152045
False,256,128,2.0,2,37,10.041706,24.065166,28.798920822143526,2.061816,1.7973053
True,256,128,2.0,2,38,14.186545,32.486317,38.430104827880854,2.5742779,2.0741491
False,256,128,2.0,2,38,6.763434,11.698282,17.931960201263415,1.7998708,1.3039126
True,256,128,2.0,2,39,10.786673,22.433409,32.230994415283206,2.2463703,1.7691915
False,256,128,2.0,2,39,10.784147,20.89996,38.17354907989498,2.2009556,1.7932931
True,256,128,2.0,2,40,8.267842,15.63352,28.20812263488762,2.0022218,1.4454732
False,256,128,2.0,2,40,7.3275924,12.723486,17.864041328430172,1.8853374,1.3388842
True,256,128,2.0,2,41,13.713974,15.628531,36.122192382812486,2.783919,1.5946639
False,256,128,2.0,2,41,7.27249,10.664276,24.827780055999753,1.9286773,1.2471535
True,256,128,2.0,2,42,11.92998,28.237583,32.21515445709228,2.3610806,1.89461
False,256,128,2.0,2,42,10.583248,20.209305,60.44092273712144,2.1631768,1.7813212
True,256,128,2.0,2,43,23.992195,20.83795,73.38156585693346,3.8519855,1.826594
False,256,128,2.0,2,43,7.6651664,14.063609,36.00384941101073,1.8476491,1.4924589
True,256,128,2.0,2,44,11.067805,22.782106,31.75242767333981,2.280406,1.798999
False,256,128,2.0,2,44,8.150284,9.7666855,27.27463474273681,2.1138217,1.2286996
True,256,128,2.0,2,45,8.710109,12.194177,29.421213626861558,2.1295822,1.3586798
False,256,128,2.0,2,45,8.476489,15.906816,31.101176357269274,2.0588846,1.4214892
True,256,128,2.0,2,46,9.290585,12.233675,31.497568130493114,2.2437632,1.3958386
False,256,128,2.0,2,46,9.838061,16.725065,35.335693168640134,2.2675016,1.5039651
True,256,128,2.0,2,47,9.4993725,16.974073,27.468173408508264,2.2313142,1.4992405
False,256,128,2.0,2,47,20.709135,34.111557,71.62234878540036,3.252411,2.2548077
True,256,128,2.0,2,48,14.435589,18.614801,44.378900337219136,2.7926373,1.775725
False,256,128,2.0,2,48,8.583114,10.827433,29.021603393554678,2.2029502,1.2703391
True,256,128,2.0,2,49,8.668552,16.11583,31.4427171707153,2.0152223,1.5343777
False,256,128,2.0,2,49,8.215467,16.174807,25.691656494140577,1.9850894,1.4688569
