symmetric,input_dim,latent_dim,ratio,hidden_layers,seed,mse_mean,mse_std,mse_p95,mae_mean,mae_std
True,256,8,32.0,2,18,15.223968,21.97328,64.34589805603005,2.869644,1.7553369
False,256,8,32.0,2,18,21.337946,56.857437,59.211644363403295,3.1016173,2.6180174
True,256,8,32.0,2,19,14.892381,24.57791,41.8685611724853,2.8837183,1.7364277
False,256,8,32.0,2,19,12.342665,16.370325,51.413993835449155,2.62746,1.5498173
True,256,8,32.0,2,20,13.568365,16.389372,42.328416633605926,2.7405176,1.6048728
False,256,8,32.0,2,20,20.734583,45.648396,64.59452896118164,3.0773506,2.5422413
True,256,8,32.0,2,21,30.315065,107.984344,64.05833091735836,3.660251,3.1087198
False,256,8,32.0,2,21,24.1526,72.04009,55.787680625915385,3.1292522,2.9579434
True,256,8,32.0,2,22,14.173013,19.712458,57.171439170837246,2.8059483,1.6552844
False,256,8,32.0,2,22,23.134092,64.06804,58.20508270263671,3.1185114,2.833741
True,256,8,32.0,2,23,21.309156,38.598415,67.08532524108877,3.2887604,2.2947927
False,256,8,32.0,2,23,16.21665,30.728151,57.10267944335926,2.82262,2.0359392
True,256,8,32.0,2,24,13.638161,24.327942,47.5606752395629,2.6543612,1.7938424
False,256,8,32.0,2,24,19.27883,59.473717,60.10965270996088,2.9157746,2.5218492
True,256,8,32.0,2,25,17.070269,21.61895,61.92555999755846,3.0246603,1.9165083
False,256,8,32.0,2,25,20.583014,62.460255,52.46726436614984,2.9130657,2.707392
True,256,8,32.0,2,26,12.630017,13.186604,46.45654582977294,2.7201393,1.4180062
False,256,8,32.0,2,26,17.947302,52.40139,58.427955627441364,2.8346372,2.3916936
True,256,8,32.0,2,27,13.293589,17.291813,52.85251922607413,2.6979237,1.5983927
False,256,8,32.0,2,27,20.837551,50.540928,54.68636722564697,3.0553706,2.557724
True,256,8,32.0,2,28,16.250904,29.493814,54.86831321716307,2.9374328,1.9660976
False,256,8,32.0,2,28,18.272196,37.39657,64.88971118926995,2.91455,2.316429
True,256,8,32.0,2,29,14.374975,15.818484,40.903680801391594,2.839433,1.5560277
False,256,8,32.0,2,29,14.737543,23.370794,59.4018154144287,2.7182138,1.927653
True,256,8,32.0,2,30,14.64291,18.555824,56.57315292358383,2.798217,1.761424
False,256,8,32.0,2,30,16.085245,23.938692,49.69134826660152,2.893855,1.8991598
True,256,8,32.0,2,31,14.104329,15.631972,47.36008224487303,2.8155944,1.597148
False,256,8,32.0,2,31,18.186663,44.16026,52.92813625335693,2.9462483,2.2623413
True,256,8,32.0,2,32,22.151308,64.28991,48.91313858032221,3.1613712,2.6264076
False,256,8,32.0,2,32,16.28368,27.760216,41.45252819061278,2.8927498,1.9446037
True,256,8,32.0,2,33,17.56076,40.129654,49.7876359939575,2.8957722,2.2480655
False,256,8,32.0,2,33,20.109278,54.458035,51.85244350433349,2.9301398,2.6241105
True,256,8,32.0,2,34,13.792828,17.38287,39.817787361145015,2.7173953,1.6426469
False,256,8,32.0,2,34,24.622643,83.75762,58.94338226318353,3.2443974,2.9055717
True,256,8,32.0,2,35,14.691137,19.736353,42.73388099670407,2.8590581,1.6882907
False,256,8,32.0,2,35,16.808441,41.35057,52.70055408477777,2.8121057,2.216629
True,256,8,32.0,2,36,17.072903,26.16186,58.81838207244867,3.005432,1.95861
False,256,8,32.0,2,36,19.760561,42.302433,65.73293724060046,3.0159957,2.4549055
True,256,8,32.0,2,37,14.04158,19.122528,35.60637207031245,2.7952263,1.6494536
False,256,8,32.0,2,37,19.179964,45.501007,63.27470245361323,2.9696572,2.4216874
True,256,8,32.0,2,38,16.873188,17.118666,55.306072044372534,3.1799867,1.6475213
False,256,8,32.0,2,38,15.912078,30.855627,47.79510116577147,2.8591583,1.9599445
True,256,8,32.0,2,39,26.102034,74.91152,62.67525177001946,3.4753022,2.8144143
False,256,8,32.0,2,39,20.341448,46.05786,54.59336643218987,3.1886964,2.3360255
True,256,8,32.0,2,40,16.298853,24.255796,60.51175842285148,2.8951402,1.929868
False,256,8,32.0,2,40,24.242779,67.533516,61.5782444000244,3.2029595,2.9233549
True,256,8,32.0,2,41,14.977836,19.564945,45.57870063781737,2.923969,1.6998276
False,256,8,32.0,2,41,16.560219,22.057116,56.68419284820547,3.0162494,1.8657725
True,256,8,32.0,2,42,13.547229,21.564167,44.16411857604971,2.69295,1.6844163
False,256,8,32.0,2,42,13.846122,18.128912,54.26803169250488,2.7259593,1.677646
True,256,8,32.0,2,43,15.297419,22.675953,47.27764549255357,2.8612409,1.8172257
False,256,8,32.0,2,43,16.51172,31.981712,53.33197002410883,2.905248,2.1046999
True,256,8,32.0,2,44,16.27618,28.636349,62.2469619750976,2.835852,1.9034518
False,256,8,32.0,2,44,22.633652,75.07687,55.221061515808096,3.0350997,2.8588555
True,256,8,32.0,2,45,17.731438,33.412384,65.00553684234617,2.9962413,2.1189194
False,256,8,32.0,2,45,23.603941,82.01944,57.57376251220699,3.198822,2.8159163
True,256,8,32.0,2,46,15.174204,16.797445,42.670535850524885,2.9601583,1.6368722
False,256,8,32.0,2,46,28.66936,97.83051,50.93157157897947,3.2717247,3.3901575
True,256,8,32.0,2,47,12.266177,15.186744,41.89435977935788,2.6008208,1.4901605
False,256,8,32.0,2,47,39.373184,179.88959,82.38094482421873,3.6719537,4.1198964
True,256,8,32.0,2,48,15.81497,25.958004,52.94560508728019,2.82025,1.9447796
False,256,8,32.0,2,48,12.421916,17.181715,37.92569370269774,2.6237304,1.5328304
True,256,8,32.0,2,49,14.827894,25.181234,44.517217826843215,2.7718766,1.9117084
False,256,8,32.0,2,49,16.622667,21.081718,55.66258010864257,3.031121,1.7814963
True,256,16,16.0,2,0,26.269709,82.61119,61.374812507629336,3.48543,2.870574
False,256,16,16.0,2,0,15.3737545,19.051928,40.73103084564208,3.020555,1.6223661
True,256,16,16.0,2,1,10.911274,17.055473,29.618351459503156,2.423165,1.5565118
False,256,16,16.0,2,1,15.545041,37.76198,54.35263137817369,2.675024,2.1892948
True,256,16,16.0,2,2,13.47409,21.07832,53.103077507018995,2.67326,1.7355447
False,256,16,16.0,2,2,16.230335,29.445654,44.94768161773678,2.9898493,1.8291745
True,256,16,16.0,2,3,17.81901,66.92745,39.759172248840294,2.7454038,2.4977944
False,256,16,16.0,2,3,28.095814,74.47211,67.14687023162823,3.7768683,2.7088594
True,256,16,16.0,2,4,13.191588,21.498602,53.46127090454088,2.5869937,1.8133304
False,256,16,16.0,2,4,15.214994,32.024117,48.95345726013177,2.7137637,2.0687163
True,256,16,16.0,2,5,15.571566,33.487926,41.35734233856198,2.8846648,1.9335586
